MXDnsResponse,TXTDnsResponse,HasSPFInfo,HasDmarcInfo,DomainInAlexaDB,CommonPorts,CreationDate,LastUpdateDate,HttpResponseCode,RegisteredOrg,SubdomainNumber,Entropy,EntropyOfSubDomains,StrangeCharacters,TLD,IpReputation,ConsonantRatio,NumericRatio,SpecialCharRatio,VowelRatio,ConsonantSequence,VowelSequence,NumericSequence,SpecialCharSequence,DomainLength,Class
0,0,0,0,0,0,0,0,0,0,0,3,0,0,457,0,0.5,0.1,0.0,0.3,3,1,2,0,17,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,419,0,0.7,0.0,0.0,0.1,2,1,0,0,7,0
0,0,0,0,0,0,4,4,2,1,0,3,0,0,127,0,0.7,0.0,0.0,0.2,3,1,0,0,20,0
1,1,1,0,0,1,4,4,4,1,0,2,0,0,133,0,0.6,0.0,0.0,0.3,2,1,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,127,0,0.6,0.0,0.0,0.3,2,1,0,1,27,0
0,0,0,0,0,0,0,2,2,1,0,3,0,1,127,0,0.5,0.0,0.1,0.3,2,1,0,1,15,0
0,0,0,0,0,0,4,4,2,1,0,3,0,0,123,0,0.5,0.0,0.0,0.4,3,2,0,0,24,0
0,0,0,0,0,1,4,4,2,1,0,3,0,0,127,0,0.7,0.0,0.0,0.2,4,1,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,385,0,0.6,0.0,0.0,0.4,3,1,0,0,21,0
1,0,0,0,0,1,0,4,4,1,7,3,0,0,465,0,0.4,0.1,0.0,0.4,1,2,2,0,17,0
0,0,0,0,0,0,4,1,0,1,0,3,0,0,127,0,0.5,0.0,0.0,0.4,2,2,0,0,14,0
1,1,1,0,0,1,4,4,2,1,0,3,0,0,127,0,0.6,0.0,0.0,0.4,2,1,0,0,17,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,127,0,0.4,0.1,0.0,0.5,2,2,2,0,22,0
1,1,1,0,0,0,0,4,2,1,1,3,0,0,127,0,0.6,0.0,0.0,0.4,2,1,0,0,14,0
1,1,0,0,0,0,0,4,0,1,0,3,0,0,364,0,0.6,0.0,0.0,0.4,2,2,0,0,18,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,385,0,0.5,0.0,0.0,0.4,2,2,0,0,15,0
0,0,0,0,0,0,4,4,2,1,0,3,0,1,127,0,0.6,0.0,0.1,0.3,2,1,0,1,18,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,91,0,0.7,0.0,0.0,0.2,2,1,0,0,16,0
1,1,1,0,0,0,4,4,2,1,1,3,0,0,153,0,0.6,0.0,0.0,0.3,4,2,0,0,23,0
0,1,1,0,0,1,0,4,4,1,0,2,0,0,127,0,0.6,0.0,0.0,0.3,2,1,0,0,10,0
1,1,1,0,0,0,4,4,2,1,0,2,0,0,127,0,0.6,0.0,0.0,0.3,3,1,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,127,0,0.6,0.0,0.0,0.3,4,1,0,0,16,0
1,1,1,0,0,1,0,4,2,1,0,3,0,0,127,0,0.5,0.0,0.0,0.4,2,1,0,0,19,0
1,1,1,0,0,0,0,4,2,1,0,3,0,0,127,0,0.5,0.0,0.0,0.5,3,2,0,0,20,0
1,1,1,0,0,0,4,4,2,1,0,2,0,0,129,0,0.5,0.0,0.0,0.4,4,2,0,0,17,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,127,0,0.5,0.0,0.0,0.4,3,3,0,0,10,0
1,0,0,1,0,0,4,4,2,1,0,2,0,0,123,0,0.4,0.0,0.0,0.4,2,2,0,0,16,0
1,0,0,0,0,0,0,4,2,1,0,3,0,0,127,0,0.5,0.0,0.0,0.4,1,2,0,0,14,0
0,0,0,0,0,0,4,4,2,1,0,2,0,0,127,0,0.8,0.0,0.0,0.1,6,1,0,0,10,0
0,0,0,0,0,1,4,4,2,1,0,3,0,0,127,0,0.7,0.0,0.0,0.3,4,2,0,0,20,0
0,0,0,0,0,0,0,0,0,0,0,4,0,6,186,0,0.4,0.1,0.1,0.3,2,2,4,1,43,0
1,0,0,0,0,1,4,4,2,1,0,2,0,0,127,0,0.6,0.0,0.0,0.3,2,1,0,0,14,0
1,0,0,0,0,0,4,4,2,1,0,2,0,0,127,0,0.7,0.0,0.0,0.3,3,1,0,0,15,0
1,1,1,0,0,1,4,4,2,1,0,3,0,0,123,0,0.5,0.1,0.0,0.3,1,1,1,0,15,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,665,0,0.4,0.0,0.0,0.4,1,2,1,0,21,0
1,0,0,0,0,0,0,0,0,0,0,3,0,0,127,0,0.5,0.0,0.0,0.4,2,2,0,0,25,0
1,1,1,1,0,1,0,4,0,1,0,2,0,0,356,1,0.6,0.0,0.0,0.2,3,1,0,0,8,0
1,1,1,0,0,0,4,4,2,1,0,2,0,0,127,0,0.5,0.0,0.0,0.4,2,2,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,127,0,0.8,0.0,0.0,0.1,8,1,0,0,19,0
1,1,1,0,1,0,0,2,2,1,0,3,0,0,102,0,0.6,0.0,0.0,0.3,3,1,0,0,16,0
0,1,0,0,0,0,0,2,2,1,1,2,0,0,465,0,0.4,0.2,0.0,0.3,1,1,2,0,10,0
1,1,1,0,0,0,4,4,4,1,0,3,0,0,133,0,0.6,0.0,0.0,0.3,3,1,0,0,21,0
1,0,0,0,0,1,0,2,2,1,0,3,0,0,127,0,0.6,0.0,0.0,0.4,2,2,0,0,20,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,655,0,0.6,0.0,0.0,0.3,4,2,0,1,24,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,125,0,0.4,0.0,0.0,0.5,1,1,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,2,0,3,465,0,0.2,0.6,0.0,0.1,1,1,5,0,9,0
1,0,0,0,0,0,4,4,4,1,0,3,0,0,385,0,0.5,0.0,0.0,0.5,2,2,0,0,15,0
1,0,0,0,0,1,0,4,2,1,0,2,0,1,551,0,0.4,0.4,0.0,0.0,2,0,3,0,7,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,465,0,0.5,0.0,0.1,0.4,2,2,0,1,15,0
1,0,0,0,0,1,4,4,2,1,4,2,0,0,127,0,0.6,0.0,0.0,0.3,3,1,0,0,13,0
1,0,0,0,0,1,0,4,2,1,0,3,0,0,127,0,0.5,0.0,0.0,0.4,2,2,0,0,14,0
1,0,0,0,0,1,4,4,2,1,0,2,0,0,127,0,0.7,0.0,0.0,0.2,3,1,0,0,10,0
1,0,0,0,0,0,4,4,2,1,0,4,0,5,127,0,0.5,0.1,0.1,0.3,2,2,4,1,39,0
1,0,0,0,0,1,0,4,2,1,0,3,0,1,551,0,0.6,0.0,0.0,0.3,7,2,0,1,26,0
0,0,0,0,0,1,0,0,2,0,0,2,0,0,465,0,0.4,0.2,0.0,0.2,1,1,2,0,8,0
1,0,0,0,0,0,0,4,2,1,0,3,0,0,129,0,0.5,0.0,0.0,0.4,3,2,0,0,30,0
1,1,1,0,0,1,0,4,4,1,0,3,0,0,127,1,0.5,0.0,0.0,0.4,2,1,0,0,13,0
0,0,0,0,0,0,4,4,2,1,0,3,0,0,133,0,0.6,0.0,0.0,0.3,2,1,0,0,21,0
1,1,1,0,0,0,0,2,2,1,0,2,0,0,551,0,0.5,0.0,0.0,0.4,2,1,0,0,11,0
1,1,1,0,0,1,0,4,2,1,0,2,0,0,369,0,0.5,0.0,0.0,0.4,3,1,0,0,13,0
0,0,0,0,0,0,0,4,4,1,0,2,0,0,174,0,0.4,0.0,0.0,0.4,2,2,0,0,12,0
0,1,1,0,0,1,4,4,2,1,0,3,0,0,133,0,0.5,0.0,0.0,0.4,2,1,0,0,19,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,177,0,0.6,0.0,0.0,0.3,4,1,0,0,22,0
1,0,0,0,0,0,0,4,2,1,0,3,0,0,123,0,0.6,0.0,0.0,0.3,4,2,0,0,18,0
1,0,0,0,0,0,4,4,2,1,0,3,0,0,551,1,0.7,0.0,0.0,0.2,2,1,0,0,10,0
1,1,1,0,0,0,4,4,4,1,0,2,0,0,127,0,0.7,0.0,0.0,0.2,4,1,0,0,13,0
1,1,1,0,0,0,4,4,4,1,0,3,0,0,133,0,0.6,0.0,0.0,0.2,3,1,0,0,16,0
0,0,0,0,0,0,4,4,2,1,0,3,0,0,127,0,0.6,0.0,0.0,0.3,2,1,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,364,0,0.6,0.1,0.0,0.3,6,2,1,0,16,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,174,0,0.4,0.0,0.0,0.4,2,2,0,0,14,0
1,0,0,0,0,0,0,4,2,1,0,3,0,1,186,0,0.5,0.0,0.1,0.4,2,2,0,1,11,0
1,1,1,0,1,0,4,4,2,1,0,2,0,0,102,0,0.5,0.0,0.0,0.4,2,1,0,0,14,0
0,0,0,0,0,0,4,4,2,1,0,1,0,0,127,0,0.6,0.2,0.0,0.1,3,1,2,0,9,0
1,1,1,0,0,1,4,4,2,1,0,3,0,0,127,0,0.6,0.0,0.0,0.3,5,2,0,0,16,0
1,1,1,0,0,0,4,4,2,1,0,2,0,0,127,0,0.6,0.0,0.0,0.3,2,1,0,0,16,0
0,0,0,0,0,0,0,3,4,1,0,2,0,0,127,0,0.8,0.0,0.0,0.1,6,1,0,0,10,0
1,0,0,0,0,0,0,4,2,1,0,3,0,4,186,0,0.5,0.1,0.1,0.3,4,2,4,1,30,0
0,0,0,0,0,0,0,3,2,1,0,2,0,0,174,0,0.4,0.0,0.0,0.5,1,2,0,0,15,0
1,1,1,0,0,0,4,4,4,1,0,3,0,0,504,0,0.6,0.1,0.0,0.3,4,2,2,0,18,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,172,0,0.6,0.1,0.0,0.1,3,1,2,0,14,0
1,1,1,1,0,1,0,4,2,1,0,3,0,1,465,0,0.6,0.0,0.1,0.3,2,1,0,1,17,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,47,0,0.7,0.0,0.0,0.3,4,1,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,91,0,0.6,0.0,0.0,0.4,2,2,0,0,24,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,578,0,0.6,0.0,0.0,0.3,3,2,0,0,17,0
1,0,0,0,0,1,4,4,2,1,0,3,0,0,127,1,0.6,0.0,0.0,0.4,2,2,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,127,0,0.5,0.1,0.0,0.2,3,2,2,0,17,0
1,0,0,0,0,1,4,4,0,1,0,2,0,0,133,0,0.5,0.0,0.0,0.3,2,2,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,127,0,0.8,0.0,0.0,0.1,7,1,0,0,17,0
1,1,0,0,0,0,4,4,2,1,0,3,0,0,127,0,0.6,0.0,0.0,0.4,2,2,0,0,21,0
0,1,1,0,0,0,0,2,0,1,0,3,0,0,364,0,0.6,0.0,0.0,0.4,3,1,0,0,19,0
1,0,0,1,0,0,4,4,2,0,2,3,0,0,91,0,0.6,0.0,0.0,0.3,2,1,0,0,20,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,133,0,0.6,0.0,0.0,0.2,4,2,0,0,16,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,504,0,0.5,0.0,0.0,0.4,2,1,0,0,13,0
1,1,0,0,0,0,0,4,2,1,0,2,0,0,578,1,0.5,0.1,0.0,0.3,2,1,1,0,12,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,127,0,0.6,0.0,0.0,0.2,4,2,0,0,17,0
1,0,0,0,0,0,4,4,2,1,0,2,0,0,113,0,0.6,0.0,0.0,0.3,2,1,0,0,16,0
1,1,1,0,0,0,4,4,0,1,0,2,0,0,133,0,0.5,0.0,0.0,0.3,2,2,0,0,12,0
0,1,1,1,0,0,0,0,0,0,0,3,0,2,127,0,0.6,0.0,0.1,0.3,3,2,0,1,37,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,127,0,0.6,0.1,0.0,0.3,3,1,2,0,26,0
0,0,0,0,0,0,0,2,2,1,0,3,0,1,127,0,0.5,0.3,0.0,0.1,4,1,3,0,11,0
1,1,1,1,0,0,0,4,2,1,0,2,0,0,465,0,0.6,0.0,0.0,0.3,2,2,0,0,12,0
1,1,1,0,0,0,4,4,0,1,0,3,0,0,127,0,0.6,0.0,0.0,0.4,4,2,0,0,22,0
1,1,1,0,0,0,4,4,4,1,0,3,0,0,127,0,0.6,0.0,0.0,0.3,2,1,0,0,15,0
1,1,1,0,0,1,0,1,4,1,0,3,0,0,419,1,0.7,0.0,0.0,0.3,4,1,0,0,22,0
1,1,1,0,0,0,4,4,2,1,0,2,0,0,127,0,0.5,0.0,0.0,0.4,3,2,0,0,18,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,465,0,0.6,0.0,0.1,0.3,3,1,0,1,18,0
1,1,1,0,0,0,0,4,0,1,0,2,0,0,360,0,0.3,0.0,0.0,0.5,2,2,0,0,13,0
1,1,1,0,1,0,0,0,0,0,0,2,0,0,578,0,0.5,0.1,0.0,0.2,2,1,1,0,11,0
1,0,0,0,0,1,4,4,2,1,0,2,0,0,127,0,0.5,0.0,0.0,0.4,2,1,0,0,11,0
1,1,1,0,0,0,4,4,4,1,0,3,0,0,127,0,0.6,0.0,0.0,0.4,2,1,0,0,16,0
0,0,0,0,0,1,4,4,2,1,0,3,0,0,127,0,0.6,0.0,0.0,0.3,4,1,0,0,14,0
1,1,1,0,0,1,0,0,2,1,0,2,0,0,173,0,0.5,0.0,0.0,0.3,2,1,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,127,0,0.6,0.0,0.0,0.3,3,2,0,0,43,0
1,0,0,0,0,1,4,4,2,1,0,3,0,0,127,0,0.6,0.0,0.0,0.3,2,2,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,655,0,0.6,0.0,0.0,0.3,2,1,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,133,0,0.5,0.0,0.0,0.4,2,1,0,0,23,0
1,0,0,0,0,1,0,2,0,1,0,3,0,0,127,1,0.6,0.0,0.0,0.3,3,1,0,0,23,0
1,1,1,0,0,0,4,4,4,1,0,2,0,0,127,0,0.5,0.0,0.0,0.4,2,2,0,0,12,0
1,1,1,0,0,0,3,3,2,0,0,2,0,0,91,0,0.5,0.0,0.0,0.4,2,2,0,0,15,0
1,1,1,0,0,0,0,4,4,1,0,3,0,1,186,0,0.5,0.0,0.1,0.4,3,1,0,1,20,0
1,1,1,0,0,0,0,0,0,0,0,2,0,0,127,0,0.7,0.0,0.0,0.2,4,1,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,2,0,2,127,0,0.5,0.3,0.0,0.1,4,1,4,0,12,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,504,0,0.6,0.0,0.0,0.4,4,2,0,0,38,0
1,0,0,0,0,0,4,4,2,1,0,3,0,0,127,0,0.7,0.0,0.0,0.2,4,1,0,0,16,0
1,0,0,0,0,1,4,4,4,1,0,2,0,0,133,0,0.6,0.0,0.0,0.3,3,1,0,0,15,0
1,1,1,1,0,1,4,4,2,1,0,2,0,0,127,0,0.5,0.0,0.0,0.4,2,3,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,574,0,0.4,0.0,0.1,0.4,1,2,0,1,12,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,127,0,0.6,0.0,0.0,0.3,5,2,0,0,14,0
1,0,0,0,0,1,0,3,2,1,0,3,0,0,112,0,0.5,0.0,0.0,0.3,2,2,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,177,0,0.6,0.0,0.0,0.3,2,1,1,0,27,0
1,0,0,0,0,0,4,4,4,1,0,3,0,0,133,0,0.6,0.0,0.0,0.3,2,2,0,0,19,0
0,0,0,0,0,1,4,4,2,1,0,3,0,0,127,0,0.5,0.0,0.0,0.4,2,2,0,0,25,0
1,0,0,0,0,0,0,4,2,1,0,3,0,0,551,0,0.7,0.0,0.0,0.2,4,1,0,0,13,0
1,0,0,0,0,1,4,4,2,1,0,3,0,0,127,1,0.6,0.0,0.0,0.4,2,2,0,0,32,0
1,1,1,0,0,0,4,4,2,1,0,2,0,0,129,1,0.4,0.0,0.0,0.5,2,2,0,0,17,0
0,0,0,0,0,1,4,4,4,1,0,3,0,0,127,0,0.8,0.0,0.0,0.1,7,1,0,0,11,0
0,0,0,0,0,1,4,4,2,1,0,3,0,0,102,0,0.5,0.0,0.0,0.4,2,2,0,0,10,0
1,1,1,0,0,0,4,4,4,1,0,3,0,0,122,0,0.6,0.0,0.0,0.3,3,1,0,0,16,0
1,0,0,0,0,0,4,4,2,1,0,2,0,0,127,0,0.5,0.0,0.0,0.4,1,1,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,4,0,9,445,0,0.6,0.1,0.1,0.3,6,2,6,1,73,0
1,0,0,0,0,0,0,4,4,1,0,3,0,1,578,0,0.5,0.0,0.1,0.4,2,1,0,1,15,0
1,0,0,0,0,0,4,4,2,1,0,2,0,0,127,1,0.5,0.0,0.0,0.4,2,1,0,0,17,0
0,0,0,0,0,0,0,0,0,0,0,3,0,2,127,0,0.5,0.0,0.1,0.4,2,1,0,1,23,0
1,0,0,0,0,0,0,4,0,1,0,3,0,0,402,0,0.7,0.1,0.0,0.2,5,1,1,0,18,0
1,1,1,0,0,1,4,4,2,1,0,3,0,1,127,0,0.4,0.0,0.1,0.4,1,2,0,1,16,0
0,0,0,0,1,0,0,0,0,0,3,3,0,0,238,0,0.6,0.0,0.0,0.3,3,1,0,0,20,0
0,0,0,0,0,0,0,0,0,0,0,3,0,2,364,0,0.4,0.0,0.1,0.4,2,2,0,1,23,0
0,0,0,0,0,1,4,4,4,1,0,3,0,0,127,0,0.6,0.0,0.0,0.4,2,1,0,0,20,0
1,0,0,1,0,0,4,4,0,1,0,3,0,0,127,0,0.7,0.0,0.0,0.2,5,1,0,0,25,0
1,0,0,0,0,1,4,4,2,1,0,2,0,1,133,0,0.5,0.0,0.1,0.2,2,1,0,1,13,0
0,1,0,0,0,0,4,4,0,1,0,3,0,0,127,0,0.6,0.0,0.0,0.3,3,1,0,0,20,0
1,1,1,0,0,0,0,2,2,1,0,3,0,1,127,0,0.5,0.0,0.1,0.4,1,2,0,1,13,0
1,1,1,0,0,0,4,4,5,1,1,3,0,0,127,0,0.5,0.0,0.0,0.4,3,2,0,0,22,0
1,0,0,0,0,1,0,4,2,1,0,3,0,0,127,0,0.5,0.0,0.0,0.4,2,1,0,0,19,0
0,0,0,0,0,1,0,0,2,0,1,3,0,0,465,0,0.6,0.0,0.0,0.3,4,1,0,0,15,0
0,0,0,0,0,0,0,4,0,1,0,3,0,1,504,0,0.6,0.0,0.0,0.3,2,1,0,1,29,0
1,0,0,0,0,1,0,4,2,1,0,2,0,0,127,0,0.5,0.0,0.0,0.4,2,2,0,0,11,0
1,1,1,0,0,1,4,4,5,1,0,3,0,0,133,0,0.6,0.0,0.0,0.3,2,1,0,0,20,0
0,0,0,0,0,1,4,4,2,1,0,3,0,0,127,0,0.6,0.0,0.0,0.3,2,1,0,0,15,0
1,1,1,0,0,1,4,4,2,1,0,2,0,0,127,0,0.5,0.0,0.0,0.4,1,1,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,254,0,0.6,0.0,0.0,0.3,3,1,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,127,0,0.7,0.0,0.0,0.2,4,2,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,3,0,2,127,0,0.6,0.0,0.1,0.3,3,2,0,1,25,0
1,1,1,0,0,0,0,0,0,0,0,3,0,0,123,0,0.5,0.0,0.0,0.4,3,2,0,0,22,0
0,0,0,0,0,0,0,0,0,0,0,3,0,2,457,0,0.5,0.0,0.1,0.3,3,1,0,1,22,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,454,0,0.5,0.0,0.0,0.4,2,1,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,127,0,0.5,0.2,0.0,0.2,3,1,2,0,16,0
1,0,0,0,0,0,0,0,0,0,0,3,0,0,127,0,0.7,0.0,0.0,0.2,3,1,0,0,20,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,123,0,0.6,0.0,0.0,0.3,5,2,0,0,26,0
0,0,0,0,1,0,0,0,0,0,0,3,0,1,465,0,0.6,0.0,0.0,0.3,4,1,0,1,27,0
1,0,0,0,0,0,4,4,0,1,0,3,0,1,127,1,0.6,0.0,0.0,0.3,3,2,0,1,26,0
1,1,1,0,0,0,0,4,2,1,0,3,0,0,45,0,0.6,0.0,0.0,0.3,2,1,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,127,0,0.5,0.2,0.0,0.1,1,1,1,0,8,0
1,1,1,0,0,1,4,4,2,1,0,3,0,1,127,0,0.5,0.0,0.1,0.4,2,2,0,1,20,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,154,0,0.5,0.0,0.0,0.4,2,2,0,0,26,0
0,0,0,0,0,0,0,0,0,0,0,4,0,21,496,0,0.6,0.2,0.0,0.2,11,2,2,0,149,1
0,0,0,0,0,0,0,0,0,0,0,4,0,17,496,0,0.6,0.1,0.0,0.2,9,2,3,0,143,1
0,0,0,0,0,1,4,4,4,1,0,3,0,6,465,1,0.3,0.4,0.0,0.1,2,1,6,0,18,1
0,0,0,0,0,0,0,0,0,0,0,4,0,20,496,0,0.6,0.1,0.0,0.2,10,2,3,1,153,1
0,0,0,0,0,0,0,0,0,0,0,4,0,16,496,0,0.7,0.1,0.0,0.1,10,1,2,1,139,1
0,0,0,0,0,0,0,0,0,0,0,4,0,24,496,0,0.6,0.2,0.0,0.2,9,2,2,0,153,1
0,0,0,0,0,0,0,0,0,0,0,4,0,20,496,0,0.7,0.1,0.0,0.1,13,2,3,0,153,1
0,0,0,0,0,0,0,0,0,0,0,4,0,22,496,0,0.6,0.2,0.0,0.2,8,2,2,1,152,1
0,0,0,0,0,0,0,0,0,0,0,4,0,22,496,0,0.6,0.2,0.0,0.2,7,3,3,0,147,1
0,0,0,0,0,0,0,0,0,0,0,4,0,21,496,0,0.7,0.1,0.0,0.1,8,2,3,1,153,1
0,0,0,0,0,0,0,0,0,0,0,4,0,14,496,0,0.6,0.1,0.0,0.2,8,4,3,1,139,1
0,0,0,0,0,0,0,0,0,0,0,4,0,21,496,0,0.7,0.2,0.0,0.1,18,2,2,0,152,1
0,0,0,0,0,0,0,0,0,0,0,5,0,24,496,0,0.6,0.2,0.0,0.2,9,3,3,1,139,1
0,0,0,0,0,0,0,0,0,0,0,4,0,28,496,0,0.5,0.2,0.0,0.1,6,2,4,1,127,1
0,0,0,0,0,0,0,0,0,0,0,4,0,21,496,0,0.7,0.2,0.0,0.1,9,1,3,0,152,1
0,0,0,0,0,0,0,0,0,0,0,4,0,19,496,0,0.7,0.1,0.0,0.1,8,2,3,1,135,1
0,0,0,0,0,0,0,0,0,0,0,4,0,15,496,0,0.6,0.1,0.0,0.2,6,3,2,1,122,1
0,0,0,0,0,0,0,0,0,0,0,4,0,14,496,0,0.6,0.2,0.0,0.2,6,2,2,0,89,1
0,0,0,0,0,0,0,0,0,0,0,4,0,16,496,0,0.6,0.1,0.0,0.1,8,1,2,1,120,1
1,0,0,0,0,0,0,4,4,1,8,3,0,6,133,0,0.3,0.3,0.0,0.2,2,1,3,0,28,1
0,0,0,0,0,0,0,0,0,0,0,4,0,16,496,0,0.6,0.2,0.0,0.1,6,2,3,0,110,1
0,0,0,0,0,0,0,0,0,0,0,4,0,22,496,0,0.6,0.1,0.0,0.1,11,2,2,1,147,1
0,0,0,0,0,0,0,0,0,0,0,4,0,16,496,0,0.6,0.1,0.0,0.2,10,3,3,1,137,1
0,0,0,0,0,0,0,0,0,0,0,4,0,19,496,0,0.5,0.1,0.0,0.2,10,4,2,1,151,1
0,0,0,0,0,0,0,0,0,0,0,4,0,20,496,0,0.6,0.2,0.0,0.2,16,1,4,0,129,1
0,0,0,0,0,0,0,0,0,0,0,4,0,13,496,0,0.6,0.1,0.0,0.2,9,2,2,1,143,1
0,0,0,0,0,0,0,0,0,0,0,5,0,22,496,0,0.6,0.2,0.0,0.1,10,3,3,1,126,1
0,0,0,0,0,0,0,0,0,0,0,4,0,15,496,0,0.6,0.1,0.0,0.1,8,2,2,1,137,1
0,0,0,0,0,0,0,0,0,0,0,4,0,10,496,0,0.6,0.1,0.0,0.2,9,1,3,1,79,1
0,0,0,0,0,0,0,0,0,0,0,4,0,18,496,0,0.6,0.1,0.0,0.2,7,3,2,1,146,1
0,0,0,0,0,0,0,0,0,0,0,4,0,25,496,0,0.6,0.2,0.0,0.1,6,1,2,0,133,1
0,0,0,0,0,0,0,0,0,0,0,4,0,17,496,0,0.7,0.2,0.0,0.1,9,2,2,0,122,1
0,0,0,0,0,0,0,0,0,0,0,4,0,16,496,0,0.6,0.2,0.0,0.2,7,2,2,0,112,1
0,0,0,0,0,0,0,0,0,0,0,4,0,11,496,0,0.6,0.1,0.0,0.2,10,3,2,0,111,1
0,0,0,0,0,0,0,0,0,0,0,4,0,15,496,0,0.7,0.1,0.0,0.1,12,2,2,1,135,1
0,0,0,0,0,0,0,0,0,0,0,4,0,16,496,0,0.6,0.1,0.0,0.2,16,2,2,0,130,1
0,0,0,0,0,0,0,0,0,0,0,4,0,21,496,0,0.6,0.2,0.0,0.2,8,3,2,0,152,1
0,0,0,0,0,0,0,0,0,0,0,4,0,20,496,0,0.6,0.1,0.0,0.2,16,2,2,0,147,1
0,0,0,0,0,0,0,0,0,0,0,5,0,27,496,0,0.6,0.2,0.0,0.1,10,2,2,0,146,1
0,0,0,0,0,0,0,0,0,0,0,4,0,25,496,0,0.6,0.2,0.0,0.2,6,4,2,0,138,1
0,0,0,0,0,0,0,0,0,0,0,4,0,20,496,0,0.6,0.2,0.0,0.1,8,2,2,1,127,1
0,0,0,0,0,0,0,0,0,0,0,4,0,19,496,0,0.6,0.1,0.0,0.2,7,3,3,1,152,1
0,0,0,0,0,0,0,0,0,0,0,4,0,22,496,0,0.6,0.2,0.0,0.2,7,2,2,0,143,1
0,0,0,0,0,0,0,0,0,0,0,4,0,18,496,0,0.6,0.2,0.0,0.2,8,4,3,0,127,1
1,0,0,0,1,1,4,4,0,1,0,2,0,0,127,0,0.4,0.1,0.0,0.3,1,1,1,0,7,1
1,1,1,0,0,1,4,4,2,1,0,2,0,0,127,0,0.6,0.0,0.0,0.3,2,1,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,3,0,3,127,0,0.5,0.1,0.1,0.2,4,2,3,1,21,0
0,0,0,0,0,0,0,0,0,0,0,3,0,2,127,0,0.6,0.0,0.1,0.3,4,1,0,1,21,0
0,0,0,0,0,1,4,4,2,1,0,3,0,0,127,0,0.6,0.0,0.0,0.4,2,2,0,0,23,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,574,0,0.5,0.0,0.0,0.4,2,1,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,404,0,0.7,0.0,0.0,0.2,2,1,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,127,0,0.8,0.1,0.0,0.1,10,1,2,0,16,0
0,0,0,0,0,1,4,4,4,1,0,3,0,0,127,1,0.6,0.0,0.0,0.3,5,2,0,0,17,0
1,1,1,0,0,1,0,4,2,1,0,3,0,1,186,0,0.5,0.0,0.0,0.4,3,2,0,1,22,0
